Matricula ; Cargo ; Mês Pag. ; Evento ; Descrição ; Tipo ; Valor
1654;APRENDIZ SERV.ADMINISTRATIVO;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1654;APRENDIZ SERV.ADMINISTRATIVO;jun/20;2000;INSS;Desconto;39,18
1654;APRENDIZ SERV.ADMINISTRATIVO;jun/20;2500;FGTS;Outros;10,45
1654;APRENDIZ SERV.ADMINISTRATIVO;jun/20;909091;GPS parte empresa;;104,5
1654;APRENDIZ SERV.ADMINISTRATIVO;jun/20;909092;GPS Terceiros;;17,24
1654;APRENDIZ SERV.ADMINISTRATIVO;jun/20;909093;GPS Acidente Trabalho;;14,39
1685;ASSISTENTE DE COMPRAS;jun/20;1;Horas Normais;Provento;2.700,00
1685;ASSISTENTE DE COMPRAS;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1685;ASSISTENTE DE COMPRAS;jun/20;233;Desc.Copart. Unimed;Desconto;9,87
1685;ASSISTENTE DE COMPRAS;jun/20;2000;INSS;Desconto;245,62
1685;ASSISTENTE DE COMPRAS;jun/20;2004;IRRF;Desconto;41,28
1685;ASSISTENTE DE COMPRAS;jun/20;2469;Farmácia;Desconto;65,3
1685;ASSISTENTE DE COMPRAS;jun/20;2470;Desconto Alimentação;Desconto;1,5
1685;ASSISTENTE DE COMPRAS;jun/20;2478;Desconto Refeição;Desconto;2,5
1685;ASSISTENTE DE COMPRAS;jun/20;2500;FGTS;Outros;216
1685;ASSISTENTE DE COMPRAS;jun/20;909091;GPS parte empresa;;540
1685;ASSISTENTE DE COMPRAS;jun/20;909092;GPS Terceiros;;89,1
1685;ASSISTENTE DE COMPRAS;jun/20;909093;GPS Acidente Trabalho;;74,35
1692;ALMOXARIFE PLENO;jun/20;1;Horas Normais;Provento;1.740,00
1692;ALMOXARIFE PLENO;jun/20;5;Horas Férias Diurnas;Provento;60
1692;ALMOXARIFE PLENO;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1692;ALMOXARIFE PLENO;jun/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1692;ALMOXARIFE PLENO;jun/20;257;Horas Extras c/ 50%;Provento;14,11
1692;ALMOXARIFE PLENO;jun/20;400;DSR Reflexo H.Extras;Provento;2,82
1692;ALMOXARIFE PLENO;jun/20;540;Desc.1/3 Ferias Covid-19;Desconto;20,53
1692;ALMOXARIFE PLENO;jun/20;551;Média Horas Extras Férias;Provento;1,6
1692;ALMOXARIFE PLENO;jun/20;558;1/3 Férias;Provento;20,53
1692;ALMOXARIFE PLENO;jun/20;2000;INSS;Desconto;143,35
1692;ALMOXARIFE PLENO;jun/20;2002;INSS Férias;Desconto;4,63
1692;ALMOXARIFE PLENO;jun/20;2453;Vale Transporte;Desconto;108
1692;ALMOXARIFE PLENO;jun/20;2469;Farmácia;Desconto;389,4
1692;ALMOXARIFE PLENO;jun/20;2470;Desconto Alimentação;Desconto;1,5
1692;ALMOXARIFE PLENO;jun/20;2478;Desconto Refeição;Desconto;2,5
1692;ALMOXARIFE PLENO;jun/20;2500;FGTS;Outros;145,48
1692;ALMOXARIFE PLENO;jun/20;909091;GPS parte empresa;;363,71
1692;ALMOXARIFE PLENO;jun/20;909092;GPS Terceiros;;60,01
1692;ALMOXARIFE PLENO;jun/20;909093;GPS Acidente Trabalho;;50,08
1699;ENCARREGADO DE ALMOXARIFADO;jun/20;1;Horas Normais;Provento;2.083,33
1699;ENCARREGADO DE ALMOXARIFADO;jun/20;14;Hrs Atestado até 15 dias;Provento;416,67
1699;ENCARREGADO DE ALMOXARIFADO;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1699;ENCARREGADO DE ALMOXARIFADO;jun/20;2000;INSS;Desconto;221,62
1699;ENCARREGADO DE ALMOXARIFADO;jun/20;2250;Pensão Judicial;Desconto;330,05
1699;ENCARREGADO DE ALMOXARIFADO;jun/20;2470;Desconto Alimentação;Desconto;1,5
1699;ENCARREGADO DE ALMOXARIFADO;jun/20;2478;Desconto Refeição;Desconto;2,5
1699;ENCARREGADO DE ALMOXARIFADO;jun/20;2500;FGTS;Outros;200
1699;ENCARREGADO DE ALMOXARIFADO;jun/20;909091;GPS parte empresa;;500
1699;ENCARREGADO DE ALMOXARIFADO;jun/20;909092;GPS Terceiros;;82,5
1699;ENCARREGADO DE ALMOXARIFADO;jun/20;909093;GPS Acidente Trabalho;;68,84
1726;APRENDIZ SERV.ADMINISTRATIVO;jun/20;1;Horas Normais;Provento;522,5
1726;APRENDIZ SERV.ADMINISTRATIVO;jun/20;2000;INSS;Desconto;39,18
1726;APRENDIZ SERV.ADMINISTRATIVO;jun/20;2500;FGTS;Outros;10,45
1726;APRENDIZ SERV.ADMINISTRATIVO;jun/20;909091;GPS parte empresa;;104,5
1726;APRENDIZ SERV.ADMINISTRATIVO;jun/20;909092;GPS Terceiros;;17,24
1726;APRENDIZ SERV.ADMINISTRATIVO;jun/20;909093;GPS Acidente Trabalho;;14,39
1732;ESTAGIARIO;jun/20;1975;Bolsa de Estágio;Provento;900
1732;ESTAGIARIO;jun/20;909091;GPS parte empresa;;0
1732;ESTAGIARIO;jun/20;909092;GPS Terceiros;;0
1732;ESTAGIARIO;jun/20;909093;GPS Acidente Trabalho;;0
1740;SUPERVISOR COMPRAS ALMOXARIFAD;jun/20;1;Horas Normais;Provento;6.000,00
1740;SUPERVISOR COMPRAS ALMOXARIFAD;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1740;SUPERVISOR COMPRAS ALMOXARIFAD;jun/20;2000;INSS;Desconto;698,93
1740;SUPERVISOR COMPRAS ALMOXARIFAD;jun/20;2004;IRRF;Desconto;484,16
1740;SUPERVISOR COMPRAS ALMOXARIFAD;jun/20;2470;Desconto Alimentação;Desconto;1,5
1740;SUPERVISOR COMPRAS ALMOXARIFAD;jun/20;2478;Desconto Refeição;Desconto;2,5
1740;SUPERVISOR COMPRAS ALMOXARIFAD;jun/20;2500;FGTS;Outros;480
1740;SUPERVISOR COMPRAS ALMOXARIFAD;jun/20;909091;GPS parte empresa;;1.200,00
1740;SUPERVISOR COMPRAS ALMOXARIFAD;jun/20;909092;GPS Terceiros;;198
1740;SUPERVISOR COMPRAS ALMOXARIFAD;jun/20;909093;GPS Acidente Trabalho;;165,22
30;SUPERVISOR COMPRAS BLOCOS PL;jun/20;1;Horas Normais;Provento;11.082,00
30;SUPERVISOR COMPRAS BLOCOS PL;jun/20;232;Subs.Empre.Bradesco Apart;Outros;1.390,92
30;SUPERVISOR COMPRAS BLOCOS PL;jun/20;246;Desc.Titular OdontoPrev;Desconto;22,04
30;SUPERVISOR COMPRAS BLOCOS PL;jun/20;249;Subs. Empresa Alimentação;Outros;300
30;SUPERVISOR COMPRAS BLOCOS PL;jun/20;1981;Variavel DPO-Trimestral;Provento;5.527,81
30;SUPERVISOR COMPRAS BLOCOS PL;jun/20;2000;INSS;Desconto;713,08
30;SUPERVISOR COMPRAS BLOCOS PL;jun/20;2004;IRRF;Desconto;3.345,83
30;SUPERVISOR COMPRAS BLOCOS PL;jun/20;2470;Desconto Alimentação;Desconto;1,5
30;SUPERVISOR COMPRAS BLOCOS PL;jun/20;2478;Desconto Refeição;Desconto;2,5
30;SUPERVISOR COMPRAS BLOCOS PL;jun/20;2500;FGTS;Outros;1.328,78
30;SUPERVISOR COMPRAS BLOCOS PL;jun/20;909091;GPS parte empresa;;3.321,96
30;SUPERVISOR COMPRAS BLOCOS PL;jun/20;909092;GPS Terceiros;;548,13
30;SUPERVISOR COMPRAS BLOCOS PL;jun/20;909093;GPS Acidente Trabalho;;457,38
1300;AUXILIAR DE LOGISTICA PL;jun/20;1;Horas Normais;Provento;2.479,40
1300;AUXILIAR DE LOGISTICA PL;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1300;AUXILIAR DE LOGISTICA PL;jun/20;233;Desc.Copart. Unimed;Desconto;1,41
1300;AUXILIAR DE LOGISTICA PL;jun/20;246;Desc.Titular OdontoPrev;Desconto;22,04
1300;AUXILIAR DE LOGISTICA PL;jun/20;249;Subs. Empresa Alimentação;Outros;300
1300;AUXILIAR DE LOGISTICA PL;jun/20;257;Horas Extras c/ 50%;Provento;58,04
1300;AUXILIAR DE LOGISTICA PL;jun/20;400;DSR Reflexo H.Extras;Provento;13,93
1300;AUXILIAR DE LOGISTICA PL;jun/20;2000;INSS;Desconto;225,6
1300;AUXILIAR DE LOGISTICA PL;jun/20;2004;IRRF;Desconto;30,27
1300;AUXILIAR DE LOGISTICA PL;jun/20;2457;Desc. Hrs Atraso ;Desconto;18,22
1300;AUXILIAR DE LOGISTICA PL;jun/20;2470;Desconto Alimentação;Desconto;1,5
1300;AUXILIAR DE LOGISTICA PL;jun/20;2478;Desconto Refeição;Desconto;2,5
1300;AUXILIAR DE LOGISTICA PL;jun/20;2500;FGTS;Outros;202,65
1300;AUXILIAR DE LOGISTICA PL;jun/20;909091;GPS parte empresa;;506,63
1300;AUXILIAR DE LOGISTICA PL;jun/20;909092;GPS Terceiros;;83,6
1300;AUXILIAR DE LOGISTICA PL;jun/20;909093;GPS Acidente Trabalho;;69,76
1691;AUX.ADMINISTRATIVO;jun/20;1;Horas Normais;Provento;1.546,67
1691;AUX.ADMINISTRATIVO;jun/20;5;Horas Férias Diurnas;Provento;53,33
1691;AUX.ADMINISTRATIVO;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1691;AUX.ADMINISTRATIVO;jun/20;540;Desc.1/3 Ferias Covid-19;Desconto;17,78
1691;AUX.ADMINISTRATIVO;jun/20;558;1/3 Férias;Provento;17,78
1691;AUX.ADMINISTRATIVO;jun/20;1966;Devolução Desc.Indevido;Provento;250
1691;AUX.ADMINISTRATIVO;jun/20;2000;INSS;Desconto;146,82
1691;AUX.ADMINISTRATIVO;jun/20;2002;INSS Férias;Desconto;4
1691;AUX.ADMINISTRATIVO;jun/20;2453;Vale Transporte;Desconto;96
1691;AUX.ADMINISTRATIVO;jun/20;2470;Desconto Alimentação;Desconto;1,5
1691;AUX.ADMINISTRATIVO;jun/20;2478;Desconto Refeição;Desconto;2,5
1691;AUX.ADMINISTRATIVO;jun/20;2500;FGTS;Outros;148
1691;AUX.ADMINISTRATIVO;jun/20;909091;GPS parte empresa;;370
1691;AUX.ADMINISTRATIVO;jun/20;909092;GPS Terceiros;;61,05
1691;AUX.ADMINISTRATIVO;jun/20;909093;GPS Acidente Trabalho;;50,94
666;GERENTE DE PRODUÇÃO I;jun/20;1;Horas Normais;Provento;9.118,00
666;GERENTE DE PRODUÇÃO I;jun/20;225;Desc.Dep.Unimed Est Enf;Desconto;312,7
666;GERENTE DE PRODUÇÃO I;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;625,4
666;GERENTE DE PRODUÇÃO I;jun/20;233;Desc.Copart. Unimed;Desconto;1,41
666;GERENTE DE PRODUÇÃO I;jun/20;246;Desc.Titular OdontoPrev;Desconto;22,04
666;GERENTE DE PRODUÇÃO I;jun/20;247;Desc. Depend. OdontoPrev;Desconto;44,08
666;GERENTE DE PRODUÇÃO I;jun/20;249;Subs. Empresa Alimentação;Outros;300
666;GERENTE DE PRODUÇÃO I;jun/20;1951;Insalubridade;Provento;302
666;GERENTE DE PRODUÇÃO I;jun/20;1981;Variavel DPO-Trimestral;Provento;3.411,11
666;GERENTE DE PRODUÇÃO I;jun/20;2000;INSS;Desconto;713,08
666;GERENTE DE PRODUÇÃO I;jun/20;2004;IRRF;Desconto;2.410,96
666;GERENTE DE PRODUÇÃO I;jun/20;2470;Desconto Alimentação;Desconto;1,5
666;GERENTE DE PRODUÇÃO I;jun/20;2478;Desconto Refeição;Desconto;2,5
666;GERENTE DE PRODUÇÃO I;jun/20;2500;FGTS;Outros;1.026,48
666;GERENTE DE PRODUÇÃO I;jun/20;909091;GPS parte empresa;;2.566,22
666;GERENTE DE PRODUÇÃO I;jun/20;909092;GPS Terceiros;;423,43
666;GERENTE DE PRODUÇÃO I;jun/20;909093;GPS Acidente Trabalho;;353,33
1578;TÉCNICO DE PRODUÇÃO JR;jun/20;1;Horas Normais;Provento;2.500,00
1578;TÉCNICO DE PRODUÇÃO JR;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1578;TÉCNICO DE PRODUÇÃO JR;jun/20;249;Subs. Empresa Alimentação;Outros;300
1578;TÉCNICO DE PRODUÇÃO JR;jun/20;2000;INSS;Desconto;221,62
1578;TÉCNICO DE PRODUÇÃO JR;jun/20;2004;IRRF;Desconto;28,08
1578;TÉCNICO DE PRODUÇÃO JR;jun/20;2469;Farmácia;Desconto;45,97
1578;TÉCNICO DE PRODUÇÃO JR;jun/20;2470;Desconto Alimentação;Desconto;1,5
1578;TÉCNICO DE PRODUÇÃO JR;jun/20;2478;Desconto Refeição;Desconto;2,5
1578;TÉCNICO DE PRODUÇÃO JR;jun/20;2500;FGTS;Outros;200
1578;TÉCNICO DE PRODUÇÃO JR;jun/20;909091;GPS parte empresa;;500
1578;TÉCNICO DE PRODUÇÃO JR;jun/20;909092;GPS Terceiros;;82,5
1578;TÉCNICO DE PRODUÇÃO JR;jun/20;909093;GPS Acidente Trabalho;;68,84
1652;APRENDIZ SERV.ADMINISTRATIVO;jun/20;1;Horas Normais;Provento;522,5
1652;APRENDIZ SERV.ADMINISTRATIVO;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1652;APRENDIZ SERV.ADMINISTRATIVO;jun/20;233;Desc.Copart. Unimed;Desconto;7,05
1652;APRENDIZ SERV.ADMINISTRATIVO;jun/20;2000;INSS;Desconto;39,18
1652;APRENDIZ SERV.ADMINISTRATIVO;jun/20;2500;FGTS;Outros;10,45
1652;APRENDIZ SERV.ADMINISTRATIVO;jun/20;909091;GPS parte empresa;;104,5
1652;APRENDIZ SERV.ADMINISTRATIVO;jun/20;909092;GPS Terceiros;;17,24
1652;APRENDIZ SERV.ADMINISTRATIVO;jun/20;909093;GPS Acidente Trabalho;;14,39
1697;AUX.ADM.JR;jun/20;1;Horas Normais;Provento;1.600,00
1697;AUX.ADM.JR;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
1697;AUX.ADM.JR;jun/20;2000;INSS;Desconto;128,32
1697;AUX.ADM.JR;jun/20;2453;Vale Transporte;Desconto;96
1697;AUX.ADM.JR;jun/20;2470;Desconto Alimentação;Desconto;1,5
1697;AUX.ADM.JR;jun/20;2478;Desconto Refeição;Desconto;2,5
1697;AUX.ADM.JR;jun/20;2500;FGTS;Outros;128
1697;AUX.ADM.JR;jun/20;909091;GPS parte empresa;;320
1697;AUX.ADM.JR;jun/20;909092;GPS Terceiros;;52,8
1697;AUX.ADM.JR;jun/20;909093;GPS Acidente Trabalho;;44,06
1728;APRENDIZ SERV.ADMINISTRATIVO;jun/20;1;Horas Normais;Provento;522,5
1728;APRENDIZ SERV.ADMINISTRATIVO;jun/20;2000;INSS;Desconto;39,18
1728;APRENDIZ SERV.ADMINISTRATIVO;jun/20;2500;FGTS;Outros;10,45
1728;APRENDIZ SERV.ADMINISTRATIVO;jun/20;909091;GPS parte empresa;;104,5
1728;APRENDIZ SERV.ADMINISTRATIVO;jun/20;909092;GPS Terceiros;;17,24
1728;APRENDIZ SERV.ADMINISTRATIVO;jun/20;909093;GPS Acidente Trabalho;;14,39
488;OPERADOR DE FILTRO PRENSA I;jun/20;1;Horas Normais;Provento;1.159,79
488;OPERADOR DE FILTRO PRENSA I;jun/20;100;Horas Normais Noturnas;Provento;938,33
488;OPERADOR DE FILTRO PRENSA I;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;938,1
488;OPERADOR DE FILTRO PRENSA I;jun/20;249;Subs. Empresa Alimentação;Outros;300
488;OPERADOR DE FILTRO PRENSA I;jun/20;257;Horas Extras c/ 50%;Provento;22
488;OPERADOR DE FILTRO PRENSA I;jun/20;400;DSR Reflexo H.Extras;Provento;4,23
488;OPERADOR DE FILTRO PRENSA I;jun/20;1951;Insalubridade;Provento;302
488;OPERADOR DE FILTRO PRENSA I;jun/20;2000;INSS;Desconto;212,79
488;OPERADOR DE FILTRO PRENSA I;jun/20;2050;Mensalidade Sindicato;Desconto;31,47
488;OPERADOR DE FILTRO PRENSA I;jun/20;2469;Farmácia;Desconto;48,31
488;OPERADOR DE FILTRO PRENSA I;jun/20;2470;Desconto Alimentação;Desconto;1,5
488;OPERADOR DE FILTRO PRENSA I;jun/20;2478;Desconto Refeição;Desconto;2,5
488;OPERADOR DE FILTRO PRENSA I;jun/20;2500;FGTS;Outros;194,1
488;OPERADOR DE FILTRO PRENSA I;jun/20;909091;GPS parte empresa;;485,27
488;OPERADOR DE FILTRO PRENSA I;jun/20;909092;GPS Terceiros;;80,07
488;OPERADOR DE FILTRO PRENSA I;jun/20;909093;GPS Acidente Trabalho;;66,81
602;OPERADOR DE FILTRO PRENSA I;jun/20;1;Horas Normais;Provento;940,07
602;OPERADOR DE FILTRO PRENSA I;jun/20;3;Desconto Hrs Faltas;Desconto;160,01
602;OPERADOR DE FILTRO PRENSA I;jun/20;4;Desc. Horas DSR Faltas ;Desconto;160,01
602;OPERADOR DE FILTRO PRENSA I;jun/20;14;Hrs Atestado até 15 dias;Provento;69,94
602;OPERADOR DE FILTRO PRENSA I;jun/20;100;Horas Normais Noturnas;Provento;1.088,11
602;OPERADOR DE FILTRO PRENSA I;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;625,4
602;OPERADOR DE FILTRO PRENSA I;jun/20;246;Desc.Titular OdontoPrev;Desconto;22,04
602;OPERADOR DE FILTRO PRENSA I;jun/20;247;Desc. Depend. OdontoPrev;Desconto;44,08
602;OPERADOR DE FILTRO PRENSA I;jun/20;249;Subs. Empresa Alimentação;Outros;300
602;OPERADOR DE FILTRO PRENSA I;jun/20;257;Horas Extras c/ 50%;Provento;6,33
602;OPERADOR DE FILTRO PRENSA I;jun/20;400;DSR Reflexo H.Extras;Provento;1,22
602;OPERADOR DE FILTRO PRENSA I;jun/20;1951;Insalubridade;Provento;302
602;OPERADOR DE FILTRO PRENSA I;jun/20;1977;Devolucao Vale Transporte;Provento;95,2
602;OPERADOR DE FILTRO PRENSA I;jun/20;2000;INSS;Desconto;171,85
602;OPERADOR DE FILTRO PRENSA I;jun/20;2250;Pensão Judicial;Desconto;385,25
602;OPERADOR DE FILTRO PRENSA I;jun/20;2457;Desc. Hrs Atraso ;Desconto;3,89
602;OPERADOR DE FILTRO PRENSA I;jun/20;2469;Farmácia;Desconto;65,49
602;OPERADOR DE FILTRO PRENSA I;jun/20;2470;Desconto Alimentação;Desconto;1,5
602;OPERADOR DE FILTRO PRENSA I;jun/20;2478;Desconto Refeição;Desconto;2,5
602;OPERADOR DE FILTRO PRENSA I;jun/20;2500;FGTS;Outros;166,7
602;OPERADOR DE FILTRO PRENSA I;jun/20;909091;GPS parte empresa;;416,75
602;OPERADOR DE FILTRO PRENSA I;jun/20;909092;GPS Terceiros;;68,76
602;OPERADOR DE FILTRO PRENSA I;jun/20;909093;GPS Acidente Trabalho;;57,38
268;MECANICO DE MANUTENÇÃO I;jun/20;1;Horas Normais;Provento;2.760,03
268;MECANICO DE MANUTENÇÃO I;jun/20;100;Horas Normais Noturnas;Provento;794,93
268;MECANICO DE MANUTENÇÃO I;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;938,1
268;MECANICO DE MANUTENÇÃO I;jun/20;246;Desc.Titular OdontoPrev;Desconto;22,04
268;MECANICO DE MANUTENÇÃO I;jun/20;247;Desc. Depend. OdontoPrev;Desconto;66,12
268;MECANICO DE MANUTENÇÃO I;jun/20;249;Subs. Empresa Alimentação;Outros;300
268;MECANICO DE MANUTENÇÃO I;jun/20;257;Horas Extras c/ 50%;Provento;368,02
268;MECANICO DE MANUTENÇÃO I;jun/20;261;Horas Extras c/50% Noturn;Provento;208,92
268;MECANICO DE MANUTENÇÃO I;jun/20;400;DSR Reflexo H.Extras;Provento;138,47
268;MECANICO DE MANUTENÇÃO I;jun/20;1950;Adicional Noturno;Provento;257,13
268;MECANICO DE MANUTENÇÃO I;jun/20;1951;Insalubridade;Provento;302
268;MECANICO DE MANUTENÇÃO I;jun/20;1988;DSR Reflexo Adic.Noturno;Provento;61,71
268;MECANICO DE MANUTENÇÃO I;jun/20;2000;INSS;Desconto;543,7
268;MECANICO DE MANUTENÇÃO I;jun/20;2004;IRRF;Desconto;299,4
268;MECANICO DE MANUTENÇÃO I;jun/20;2470;Desconto Alimentação;Desconto;1,5
268;MECANICO DE MANUTENÇÃO I;jun/20;2478;Desconto Refeição;Desconto;2,5
268;MECANICO DE MANUTENÇÃO I;jun/20;2500;FGTS;Outros;391,29
268;MECANICO DE MANUTENÇÃO I;jun/20;909091;GPS parte empresa;;978,24
268;MECANICO DE MANUTENÇÃO I;jun/20;909092;GPS Terceiros;;161,41
268;MECANICO DE MANUTENÇÃO I;jun/20;909093;GPS Acidente Trabalho;;134,69
560;MECANICO DE MANUTENÇÃO I;jun/20;5;Horas Férias Diurnas;Provento;2.235,62
560;MECANICO DE MANUTENÇÃO I;jun/20;100;Horas Normais Noturnas;Provento;288,88
560;MECANICO DE MANUTENÇÃO I;jun/20;104;Horas Férias Noturnas;Provento;1.808,73
560;MECANICO DE MANUTENÇÃO I;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;625,4
560;MECANICO DE MANUTENÇÃO I;jun/20;233;Desc.Copart. Unimed;Desconto;4,23
560;MECANICO DE MANUTENÇÃO I;jun/20;246;Desc.Titular OdontoPrev;Desconto;22,04
560;MECANICO DE MANUTENÇÃO I;jun/20;247;Desc. Depend. OdontoPrev;Desconto;22,04
560;MECANICO DE MANUTENÇÃO I;jun/20;249;Subs. Empresa Alimentação;Outros;300
560;MECANICO DE MANUTENÇÃO I;jun/20;540;Desc.1/3 Ferias Covid-19;Desconto;1.937,39
560;MECANICO DE MANUTENÇÃO I;jun/20;551;Média Horas Extras Férias;Provento;943,36
560;MECANICO DE MANUTENÇÃO I;jun/20;553;Adic.Noturno Férias;Provento;542,62
560;MECANICO DE MANUTENÇÃO I;jun/20;554;Insalubridade Férias;Provento;281,87
560;MECANICO DE MANUTENÇÃO I;jun/20;558;1/3 Férias;Provento;1.937,39
560;MECANICO DE MANUTENÇÃO I;jun/20;1951;Insalubridade;Provento;20,13
560;MECANICO DE MANUTENÇÃO I;jun/20;2000;INSS;Desconto;47,54
560;MECANICO DE MANUTENÇÃO I;jun/20;2002;INSS Férias;Desconto;665,54
560;MECANICO DE MANUTENÇÃO I;jun/20;2014;IRRF Férias;Desconto;545,97
560;MECANICO DE MANUTENÇÃO I;jun/20;2050;Mensalidade Sindicato;Desconto;65
560;MECANICO DE MANUTENÇÃO I;jun/20;2470;Desconto Alimentação;Desconto;1,5
560;MECANICO DE MANUTENÇÃO I;jun/20;2478;Desconto Refeição;Desconto;2,5
560;MECANICO DE MANUTENÇÃO I;jun/20;2500;FGTS;Outros;489,69
560;MECANICO DE MANUTENÇÃO I;jun/20;909091;GPS parte empresa;;1.224,24
560;MECANICO DE MANUTENÇÃO I;jun/20;909092;GPS Terceiros;;202
560;MECANICO DE MANUTENÇÃO I;jun/20;909093;GPS Acidente Trabalho;;168,56
561;LUBRIFICADOR I;jun/20;1;Horas Normais;Provento;3.247,29
561;LUBRIFICADOR I;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;625,4
561;LUBRIFICADOR I;jun/20;233;Desc.Copart. Unimed;Desconto;1,41
561;LUBRIFICADOR I;jun/20;246;Desc.Titular OdontoPrev;Desconto;22,04
561;LUBRIFICADOR I;jun/20;249;Subs. Empresa Alimentação;Outros;300
561;LUBRIFICADOR I;jun/20;257;Horas Extras c/ 50%;Provento;338,17
561;LUBRIFICADOR I;jun/20;400;DSR Reflexo H.Extras;Provento;65,03
561;LUBRIFICADOR I;jun/20;1951;Insalubridade;Provento;302
561;LUBRIFICADOR I;jun/20;2000;INSS;Desconto;412,28
561;LUBRIFICADOR I;jun/20;2004;IRRF;Desconto;176,23
561;LUBRIFICADOR I;jun/20;2050;Mensalidade Sindicato;Desconto;48,71
561;LUBRIFICADOR I;jun/20;2470;Desconto Alimentação;Desconto;1,5
561;LUBRIFICADOR I;jun/20;2478;Desconto Refeição;Desconto;2,5
561;LUBRIFICADOR I;jun/20;2500;FGTS;Outros;316,19
561;LUBRIFICADOR I;jun/20;909091;GPS parte empresa;;790,5
561;LUBRIFICADOR I;jun/20;909092;GPS Terceiros;;130,43
561;LUBRIFICADOR I;jun/20;909093;GPS Acidente Trabalho;;108,84
563;ENC. MANUTENÇÃO INDUSTRIAL I;jun/20;1;Horas Normais;Provento;5.975,19
563;ENC. MANUTENÇÃO INDUSTRIAL I;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;312,7
563;ENC. MANUTENÇÃO INDUSTRIAL I;jun/20;249;Subs. Empresa Alimentação;Outros;300
563;ENC. MANUTENÇÃO INDUSTRIAL I;jun/20;1951;Insalubridade;Provento;302
563;ENC. MANUTENÇÃO INDUSTRIAL I;jun/20;1981;Variavel DPO-Trimestral;Provento;2.235,36
563;ENC. MANUTENÇÃO INDUSTRIAL I;jun/20;2000;INSS;Desconto;713,08
563;ENC. MANUTENÇÃO INDUSTRIAL I;jun/20;2004;IRRF;Desconto;1.275,49
563;ENC. MANUTENÇÃO INDUSTRIAL I;jun/20;2470;Desconto Alimentação;Desconto;1,5
563;ENC. MANUTENÇÃO INDUSTRIAL I;jun/20;2478;Desconto Refeição;Desconto;2,5
563;ENC. MANUTENÇÃO INDUSTRIAL I;jun/20;2500;FGTS;Outros;681
563;ENC. MANUTENÇÃO INDUSTRIAL I;jun/20;909091;GPS parte empresa;;1.702,51
563;ENC. MANUTENÇÃO INDUSTRIAL I;jun/20;909092;GPS Terceiros;;280,91
563;ENC. MANUTENÇÃO INDUSTRIAL I;jun/20;909093;GPS Acidente Trabalho;;234,41
737;MECANICO DE MANUTENÇÃO I;jun/20;1;Horas Normais;Provento;1.965,10
737;MECANICO DE MANUTENÇÃO I;jun/20;100;Horas Normais Noturnas;Provento;1.589,86
737;MECANICO DE MANUTENÇÃO I;jun/20;226;Subs.Emp.Unimed Est. Enf.;Outros;625,4
737;MECANICO DE MANUTENÇÃO I;jun/20;233;Desc.Copart. Unimed;Desconto;7,05
737;MECANICO DE MANUTENÇÃO I;jun/20;249;Subs. Empresa Alimentação;Outros;300
737;MECANICO DE MANUTENÇÃO I;jun/20;257;Horas Extras c/ 50%;Provento;485,33
737;MECANICO DE MANUTENÇÃO I;jun/20;261;Horas Extras c/50% Noturn;Provento;417,84
737;MECANICO DE MANUTENÇÃO I;jun/20;400;DSR Reflexo H.Extras;Provento;173,69
737;MECANICO DE MANUTENÇÃO I;jun/20;1950;Adicional Noturno;Provento;514,26
737;MECANICO DE MANUTENÇÃO I;jun/20;1951;Insalubridade;Provento;302
737;MECANICO DE MANUTENÇÃO I;jun/20;1988;DSR Reflexo Adic.Noturno;Provento;98,9
737;MECANICO DE MANUTENÇÃO I;jun/20;2000;INSS;Desconto;629,28
737;MECANICO DE MANUTENÇÃO I;jun/20;2004;IRRF;Desconto;418,65
737;MECANICO DE MANUTENÇÃO I;jun/20;2457;Desc. Hrs Atraso ;Desconto;44,44
737;MECANICO DE MANUTENÇÃO I;jun/20;2470;Desconto Alimentação;Desconto;1,5
737;MECANICO DE MANUTENÇÃO I;jun/20;2478;Desconto Refeição;Desconto;2,5
737;MECANICO DE MANUTENÇÃO I;jun/20;2500;FGTS;Outros;440,2
737;MECANICO DE MANUTENÇÃO I;jun/20;909091;GPS parte empresa;;1.100,51
737;MECANICO DE MANUTENÇÃO I;jun/20;909092;GPS Terceiros;;181,59
